n,m,p,evwelfare,evrevenue,evef,evefloss,evmc,evmcloss,evtime,gwwelfare,gwrevenue,gwef,gwefloss,gwmc,gwmcloss,gwtime,gewelfare,gerevenue,geef,geefloss,gemc,gemcloss,getime,owwelfare,owrevenue,owef,owefloss,owmc,owmcloss,owtime,oewelfare,oerevenue,oeef,oeefloss,oemc,oemcloss,oetime
2,2,0.333333333333333315,0.972150148161185612,0.966409488604646594,0,0,0.33333333333333337,0.33333333333333337,-1.00000000000000006e-09,0.972150148161185612,0.966409488604646594,0,0,0.100000000000000006,0.100000000000000006,0.00435688266666666661,0.950564323676523992,0.944823664119984974,0.0166666666666666699,0.0129286866126093278,0.133333333333333359,0.116978368809013064,0.00542754133333333329,0.972150148161185612,0.966409488604646594,0,0,0.100000000000000006,0.100000000000000006,0.037408810666666667,0.959221461548576348,0.953480801992037219,0.0166666666666666699,0.0129286866126093278,0.116666666666666655,0.108321230936960805,0.0344621299333333353
2,2,0.66666666666666663,0.975495536389053508,0.9459985721652302,0,0,0.233333333333333337,0.233333333333333337,-1.00000000000000006e-09,0.915919118723105941,0.900602652500720802,0,0,0.149999999999999967,0.149999999999999967,0.00217562206666666686,0.899913193644751641,0.884596727422366502,0,0,0.233333333333333337,0.213151014821136409,0.00376607116666666632,0.975495536389053508,0.9459985721652302,0,0,0.0833333333333333287,0.0833333333333333287,0.0522917405999999974,0.975495536389053508,0.9459985721652302,0,0,0.149999999999999994,0.13047842307611543,0.0580392265666666643
2,2,1,0.889900801047076251,0.811882421311184155,0,0,0.233333333333333337,0.233333333333333337,-1.00000000000000006e-09,0.889900801047076251,0.811882421311184155,0,0,0.233333333333333337,0.233333333333333337,0.00272591653333333333,0.889900801047076251,0.811882421311184155,0,0,0.233333333333333337,0.233333333333333337,0.00310167583333333325,0.889900801047076251,0.811882421311184155,0,0,0.233333333333333337,0.233333333333333337,0.0944096851666666737,0.889900801047076251,0.811882421311184155,0,0,0.233333333333333337,0.233333333333333337,0.085310040099999998
2,3,0.333333333333333315,1,0.994137539672284687,0,0,0.299999999999999989,0.299999999999999989,-1.00000000000000006e-09,1,0.994137539672284687,0,0,0.0833333333333333426,0.0833333333333333426,0.00349025766666666683,0.971175766628871284,0.96531330630115586,0.0111111111111111133,0.0139337751114409544,0.133333333333333359,0.122298366159011448,0.00262580429999999991,1,0.994137539672284687,0,0,0.0833333333333333426,0.0833333333333333426,0.0369279718333333298,0.986066224888558995,0.980203764560843682,0.0111111111111111133,0.0139337751114409544,0.116666666666666641,0.107407907899323612,0.037176225800000004
2,3,0.66666666666666663,0.995044125545749836,0.954187722755236001,0,0,0.0666666666666666657,0.0666666666666666657,-1.00000000000000006e-09,0.980972800861211414,0.945307082034954171,0,0,0.0500000000000000028,0.0500000000000000028,0.00235316343333333332,0.964443698794445581,0.928673535809940498,0.0555555555555555455,0.0305930343268539968,0.0666666666666666657,0.0582711218383505161,0.00349644910000000003,0.995044125545749836,0.954187722755236001,0,0,0.0333333333333333398,0.0333333333333333398,0.084430101733333332,0.974108749274072983,0.933252346483559148,0.0333333333333333329,0.0165870008473117982,0.0666666666666666657,0.0492994647983253445,0.0829317471666666667
2,3,1,0.927866447454960164,0.834060089886944245,0,0,0.133333333333333359,0.133333333333333359,-1.00000000000000006e-09,0.927866447454960164,0.834060089886944245,0,0,0.133333333333333359,0.133333333333333359,0.00299585290000000011,0.915568643486888822,0.770112240173132623,0.0333333333333333329,0.014357470721279712,0.116666666666666655,0.116666666666666655,0.00433459953333333384,0.927866447454960164,0.834060089886944245,0,0,0.133333333333333359,0.133333333333333359,0.0610966327000000003,0.915568643486888822,0.770112240173132623,0.0333333333333333329,0.014357470721279712,0.116666666666666655,0.116666666666666655,0.0986547906999999946
2,4,0.333333333333333315,0.979564973683491935,0.94861451189092183,0,0,0.233333333333333337,0.233333333333333337,-1.00000000000000006e-09,0.91814204668461552,0.90496391240734475,0.0166666666666666664,0.0130259824668014345,0.133333333333333359,0.133333333333333359,0.00200073396666666662,0.920541277944419645,0.888512719602768453,0.0500000000000000028,0.0588020681836929834,0.133333333333333359,0.116097935325530199,0.0024443225333333333,0.979564973683491935,0.94861451189092183,0,0,0.0666666666666666796,0.0666666666666666796,0.0283734652666666684,0.941389416975486171,0.910438955182916065,0.0333333333333333398,0.0457760857168915472,0.116666666666666655,0.0994312686588635503,0.0539562318999999985
2,4,0.66666666666666663,0.989148355186463824,0.93819604156690517,0,0,0.0333333333333333398,0.0333333333333333398,-1.00000000000000006e-09,0.988983470680849019,0.937866272555675451,0.00833333333333333495,0.000417944111592409258,0.0166666666666666699,0.0166666666666666699,0.00223950606666666659,0.923543605787109367,0.870710010472764639,0.0500000000000000028,0.0500518972457778266,0.0833333333333333287,0.0659396073595839988,0.00573809756666666601,0.989148355186463824,0.93819604156690517,0,0,0.0166666666666666699,0.0166666666666666699,0.0498481540333333348,0.964499096608372852,0.893230352108664194,0.0500000000000000028,0.0613476619541752297,0.0166666666666666699,0.0162322355505217786,0.0867170669000000005
2,4,1,0.963177563501498857,0.902253684140695733,0,0,0.0666666666666666796,0.0666666666666666796,-1.00000000000000006e-09,0.963177563501498857,0.902253684140695733,0,0,0.0666666666666666796,0.0666666666666666796,0.00190509913333333325,0.899397465958531206,0.803620781215575564,0.0583333333333333273,0.0433073572043894614,0.100000000000000019,0.100000000000000019,0.00251560276666666681,0.963177563501498857,0.902253684140695733,0,0,0.0666666666666666796,0.0666666666666666796,0.0565686343666666688,0.899397465958531206,0.803620781215575564,0.0583333333333333273,0.0433073572043894614,0.100000000000000019,0.100000000000000019,0.114879462799999998
2,5,0.333333333333333315,0.979020773262929356,0.958757484974336549,0,0,0.149999999999999994,0.149999999999999994,-1.00000000000000006e-09,0.954146155339943847,0.925938592429672469,0.0199999999999999969,0.0198059439722865875,0.0666666666666666796,0.0666666666666666796,0.00220295773333333347,0.916525879529265119,0.895083199123054229,0.0399999999999999939,0.0609630696251461449,0.116666666666666655,0.0985247459351127758,0.0026772208666666665,0.979020773262929356,0.958757484974336438,0,0,0.0500000000000000028,0.0500000000000000028,0.0255776716666666661,0.92626524117161213,0.906529306152300207,0.0266666666666666649,0.0740499226736932442,0.100000000000000006,0.0818580792684460989,0.0349651413333333314
2,5,0.66666666666666663,0.991424581076671863,0.934058653730864497,0,0,0.0166666666666666699,0.0166666666666666699,-1.00000000000000006e-09,0.991424581076671863,0.934058653730864497,0,0,0.0166666666666666699,0.0166666666666666699,0.00205354333333333328,0.931830610005404569,0.83517136599387598,0.0466666666666666688,0.0774455680520808459,0.0333333333333333329,0.0311978646545981626,0.00247871493333333328,0.991424581076671863,0.934058653730864497,0,0,0.0166666666666666699,0.0166666666666666699,0.0493338875333333357,0.92010244754212267,0.841423387071479678,0.0866666666666666696,0.0945952844981379215,0.0333333333333333398,0.0333333333333333398,0.0935040803999999948
