m,apmc,usmc,gwmc,gemc,owmc,oemc
2,0,0.199999999999999983,0.0186666666666666682,0.048000000000000001,0.0186666666666666682,0.048000000000000001
3,0,0.299999999999999989,0.0519047619047619119,0.0961904761904761874,0.0519047619047619119,0.094285714285714306
4,0,0.349999999999999978,0.0754166666666666735,0.118750000000000022,0.0733333333333333337,0.113333333333333355
5,0,0.349999999999999978,0.10291666666666667,0.141666666666666663,0.0991666666666666807,0.132916666666666655
6,0,0.400000000000000022,0.104444444444444451,0.148518518518518522,0.0959259259259259284,0.132222222222222241
7,0,0.400000000000000022,0.109629629629629632,0.170740740740740748,0.0933333333333333515,0.139629629629629631
8,0,0.400000000000000022,0.118888888888888919,0.172592592592592575,0.102962962962962964,0.144814814814814813
9,0,0.400000000000000022,0.125555555555555559,0.172222222222222221,0.109259259259259278,0.14185185185185184
10,0,0.400000000000000022,0.130370370370370359,0.178888888888888875,0.11370370370370371,0.143703703703703722
