m,aptime,ustime,gwtime,getime,owtime,oetime
2,1.54818933333333323e-05,2.9324246666666665e-05,7.8670599999999985e-06,7.49833333333333326e-06,0.00778266579999999965,0.00756928291333333354
3,1.7407411111111111e-05,5.27196777777777783e-05,9.23378888888888901e-06,8.24466666666666746e-06,0.00812865458888888982,0.00786639147777777777
4,1.98931333333333344e-05,8.67795499999999881e-05,1.12329166666666672e-05,1.02994833333333335e-05,0.00865244559999999927,0.00817192325000000094
5,2.10865166666666655e-05,0.000129027750000000022,1.23696333333333327e-05,1.14769166666666669e-05,0.00857981698333333195,0.00843886364999999958
6,2.29919999999999994e-05,0.000176169033333333327,1.31133666666666671e-05,1.20908999999999997e-05,0.00877052086666666592,0.00870986726666666579
7,2.53068999999999999e-05,0.000235961566666666661,1.56009333333333351e-05,1.39926333333333339e-05,0.00876485776666666681,0.00840085196666666596
8,2.72214666666666668e-05,0.000305396066666666641,1.64223666666666671e-05,1.48521666666666665e-05,0.00921263460000000013,0.00868411836666666687
9,2.87566666666666652e-05,0.000373855166666666665,1.75113999999999997e-05,1.56866333333333333e-05,0.00911851213333333271,0.00866861329999999916
10,3.03558666666666685e-05,0.000453490699999999991,1.83722333333333334e-05,1.6634633333333335e-05,0.00940478640000000018,0.00911402633333333392
