m,aprevenue,usrevenue,gwrevenue,gerevenue,owrevenue,oerevenue
2,1,1,1,0.783166982771726139,1,0.783166982771726139
3,0.986877999014083462,0.992072356741904526,1,0.71407874409657579,1,0.720400804828035035
4,0.985954505074072785,0.958564125426342284,0.99435852961407567,0.688082023323884351,1,0.700905248349771415
5,0.964638562278718803,0.941386076315821385,0.987983308448047159,0.676072202869705374,1,0.703267895756166883
6,0.967364399272162889,0.873253696277036418,0.983656886145421794,0.68200626750911153,1,0.713623011198021295
7,0.95643965235442685,0.858057846002563851,0.976851083131574871,0.608084822462849339,1,0.665273981665444825
8,0.95882396719692764,0.85532491795786969,0.974212810179624134,0.634972613705372391,1,0.68452875827020021
9,0.951932728575768494,0.849481643260239561,0.972656379366343971,0.635444353816206009,1,0.679815722808483347
10,0.956022621115909299,0.841761985379627986,0.978725563472106486,0.63626558355404661,1,0.683356459917525694
