m,aprevenue,usrevenue,gwrevenue,gerevenue,owrevenue,oerevenue
2,1,0.869363507165901384,1,0.84351298871522129,1,0.84351298871522129
3,0.979232790910783968,0.664255035687728923,0.992333945648593674,0.874188311867173495,1,0.90680503250608846
4,0.998749333731817179,0.496584910921479272,0.998749333731817179,0.889474865094705525,1,0.905172094514519188
5,0.974299007908944414,0.449293921847659761,0.982484004434276637,0.857554516523943988,1,0.889790749807321424
6,1,0.332665226319911522,1,0.930956566453446377,1,0.930956566453446377
7,1,0.301287359948147149,1,0.929617803382564056,1,0.929617803382564056
8,1,0.28446265441396279,1,0.917331694968298472,1,0.917331694968298472
9,1,0.230360522835738601,1,0.895380102005310929,1,0.895380102005310929
10,1,0.227793467048226256,1,0.875181844600022574,1,0.875181844600022574
