n,m,k,p,spwelfare,sprevenue,spef,spefloss,spmc,spmcloss,sptime,gwwelfare,gwrevenue,gwef,gwefloss,gwmc,gwmcloss,gwtime,gewelfare,gerevenue,geef,geefloss,gemc,gemcloss,getime,owwelfare,owrevenue,owef,owefloss,owmc,owmcloss,owtime,oewelfare,oerevenue,oeef,oeefloss,oemc,oemcloss,oetime
2,2,-3,0.25,0.979268629562437654,0.964033026239638269,0,0,0.635000000000000009,0.635000000000000009,2.41883899999999997e-05,0.985449371797122442,0.96278179818759646,0,0,0.0599999999999999561,0.0489270796943924238,0.000782048920000000041,0.985449371797122442,0.96278179818759646,0,0,0.0599999999999999561,0.0489270796943924238,0.000849070529999999997,0.985071537984773204,0.962403964375247334,0,0,0.08500000000000002,0.0669165461320634231,0.0182663101899999993,0.985071537984773204,0.962403964375247334,0,0,0.08500000000000002,0.0669165461320634231,0.0315256135100000015
2,2,-2,0.25,0.987601247469691579,0.973236060293772187,0,0,0.665000000000000036,0.665000000000000036,2.43821999999999984e-05,0.988526548173360831,0.97783328745897613,0,0,0.0500000000000000028,0.0280548568297476278,0.000786908780000000036,0.988526548173360831,0.97783328745897613,0,0,0.0500000000000000028,0.0280548568297476278,0.000854418479999999943,0.988526548173360831,0.97542867173120551,0,0,0.0650000000000000161,0.0430548568297476203,0.0171135022700000007,0.988526548173360831,0.97542867173120551,0,0,0.0650000000000000161,0.0430548568297476203,0.0170715363300000013
2,2,-1,0.25,0.983267309763421249,0.977867186112861053,0,0,0.724999999999999978,0.724999999999999978,2.70448800000000012e-05,0.999370996550956958,0.996710414274358691,0.0049999999999999975,0.00382694291834047469,0.0199999999999999935,0.0154283160416104938,0.000663215480000000019,0.985914854109618211,0.983254271833019944,0.009999999999999995,0.00603582632945549608,0.045000000000000033,0.0343825881604313474,0.000721327290000000048,0.999370996550956958,0.996710414274358691,0.0049999999999999975,0.00382694291834047469,0.0199999999999999935,0.0154283160416104938,0.0165672999099999996,0.99039982748895361,0.987739245212355343,0.0049999999999999975,0.00338919515700832064,0.039999999999999987,0.0299369743726448055,0.0198164307499999991
2,2,1,0.25,0.990531974111720226,0.979517932004993375,0,0,0.694999999999999951,0.694999999999999951,6.04144100000000029e-05,0.994678979672628638,0.988544763907520219,0,0,0.009999999999999995,0.000935346181695804438,0.000883077959999999974,0.994678979672628638,0.988544763907520219,0,0,0.0199999999999999969,0.00527166838336982652,0.000923753270000000036,0.996156676586302692,0.990022460821194272,0.0049999999999999975,0.00530643306218709938,0.009999999999999995,0.000935346181695804438,0.019479075509999999,0.994678979672628638,0.988544763907520219,0,0,0.0249999999999999944,0.00812981527063120872,0.0202316471299999988
2,2,2,0.25,1,1,0,0,0.925000000000000044,0.925000000000000044,2.21082799999999983e-05,1,1,0,0,0,0,0.000469745260000000028,1,1,0,0,0,0,0.000487587989999999994,1,1,0,0,0,0,0.0136247594900000008,1,1,0,0,0,0,0.0134784464999999996
2,2,3,0.25,1,1,0,0,0.969999999999999973,0.969999999999999973,2.16320599999999997e-05,1,1,0,0,0,0,0.000451252870000000016,1,1,0,0,0,0,0.000468008819999999985,1,1,0,0,0,0,0.0136798135299999995,1,1,0,0,0,0,0.0135124385399999995
2,2,-3,0.5,0.939250877599853373,0.890076502952301785,0,0,0.464999999999999969,0.464999999999999969,2.25224800000000019e-05,0.954887078455201044,0.917214962174674908,0,0,0.17000000000000004,0.139616701450453518,0.000878283150000000045,0.954887078455201044,0.917718601206754969,0,0,0.16499999999999998,0.134616701450453485,0.000953881459999999961,0.951932862698015692,0.913569659476503593,0,0,0.215000000000000024,0.181478036674787929,0.0214884705899999993,0.951932862698015692,0.913569659476503593,0,0,0.215000000000000024,0.181478036674787929,0.0200709519400000015
2,2,-2,0.5,0.936886232763440074,0.89600262846225498,0,0,0.434999999999999942,0.434999999999999942,2.42300299999999988e-05,0.958440678105622612,0.935435414823920341,0,0,0.110000000000000001,0.0871957621196613741,0.000888447499999999953,0.958440678105622612,0.934947985018144245,0,0,0.115000000000000005,0.0921957621196614063,0.000950395119999999992,0.961169941760125157,0.94116308951950256,0,0,0.135000000000000009,0.112524708455944575,0.0240279371100000014,0.961169941760125157,0.94116308951950256,0,0,0.135000000000000009,0.112524708455944575,0.0254393083300000003
2,2,-1,0.5,0.960963939436820791,0.93367506867664829,0,0,0.424999999999999989,0.424999999999999989,2.83165399999999984e-05,0.968955623173097136,0.954697815277480322,0,0,0.0449999999999999983,0.0303497030393959158,0.000849503710000000024,0.9671407429231339,0.951523496238687039,0,0,0.0650000000000000161,0.0434248877233525746,0.000887463940000000049,0.975310495178154269,0.959693248493707407,0.0049999999999999975,0.00409011708455022174,0.0750000000000000111,0.0603497030393959077,0.0268389341299999987,0.947692623668500267,0.932075376984053405,0.0249999999999999979,0.0292488391048395038,0.0900000000000000105,0.065109464629338476,0.0269896823300000005
2,2,1,0.5,0.95485520784992961,0.92092384195552357,0,0,0.520000000000000018,0.520000000000000018,4.82381199999999962e-05,0.953175389398046802,0.933744692995652881,0.0249999999999999944,0.0372958689440324453,0.0799999999999999878,0.03793819644525908,0.00102368106,0.95932366923182677,0.939645844854636536,0.00499999999999999663,0.00143558728991709521,0.0799999999999999878,0.03793819644525908,0.00105047709000000004,0.965895784401387347,0.946217960024197113,0.009999999999999995,0.0113491310338797117,0.08500000000000002,0.0429381964452590775,0.0339910877699999975,0.962900359699264574,0.94322253532207434,0.00499999999999999663,0.00610792538125936712,0.0900000000000000105,0.0430062670664566049,0.0342934463600000003
