m,evwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
5,0.828835552950371035,0.828835552950371035,0.828835552950371035,0.828835552950371035,0.828835552950371035
6,0.855136658508983349,0.855136658508983349,0.858098562449572499,0.855136658508983349,0.858098562449572499
7,0.861876187656236636,0.861876187656236636,0.827964434219212841,0.861876187656236636,0.827964434219212841
8,0.872297599292909509,0.866161209747598582,0.869376479603673591,0.873752735195333141,0.86596906469895063
9,0.871284078497500336,0.866196942267018932,0.843800243973896968,0.878921713860380649,0.872447643426566888
10,0.915388046040190639,0.895255510114470354,0.88630255112440226,0.914517685994469032,0.901562308018019731
