m,evmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
5,0.533333333333333326,0.533333333333333326,0.533333333333333326,0.533333333333333326,0.533333333333333326
6,0.486666666666666692,0.486666666666666692,0.440000000000000002,0.486666666666666692,0.440000000000000002
7,0.440000000000000002,0.440000000000000002,0.45333333333333331,0.440000000000000002,0.45333333333333331
8,0.443333333333333357,0.442586419336227443,0.359526292718523655,0.438641537757945676,0.374122064054658199
9,0.479998540925496875,0.468664016064190003,0.40238716508522443,0.455781913690466223,0.397749614109609739
10,0.32999999999999996,0.338941535100685087,0.262401382481089462,0.325065369369054391,0.256509335610064726
