m,evtime,gwtime,getime,owtime,oetime
2,-1.00000000000000006e-09,0.0026152876111111118,0.00197529838888888887,0.0991588983777777905,0.0978552397222222231
3,-1.00000000000000006e-09,0.00413706811111111145,0.00570534251111111043,0.170425831955555523,0.160233304566666651
4,-1.00000000000000006e-09,0.00568571394444444475,0.00561991702222222177,0.222958709277777806,0.25790013082222224
5,-1.00000000000000006e-09,0.00668425707777777888,0.0060726338000000003,0.280275850555555539,0.277412886722222252
6,-1.00000000000000006e-09,0.00730495204444444463,0.00734271241111111167,0.333551818122222177,0.315507602922222241
7,-1.00000000000000006e-09,0.00966862616666666619,0.00746558118888888868,0.366354263444444495,0.349900596177777745
8,-1.00000000000000006e-09,0.00929408648888888772,0.00808897304444444395,0.394022809977777777,0.383112000155555521
9,-1.00000000000000006e-09,0.0114121236333333334,0.0100335517666666676,0.355956955344444437,0.412953611155555567
10,-1.00000000000000006e-09,0.0117395352888888891,0.0110303240666666663,2.14500182095555525,1.8979436692777778
