m,evtime,gwtime,getime,owtime,oetime
5,-1.00000000000000006e-09,0.0223586931999999981,0.0198294976666666678,0.367146693866666651,0.383589370466666635
6,-1.00000000000000006e-09,0.0184682239999999984,0.028803427866666665,0.272710798533333354,0.35203996186666664
7,-1.00000000000000006e-09,0.0154487297666666672,0.0150456579999999999,0.219215261333333328,0.344987282966666642
8,-1.00000000000000006e-09,0.0104886009333333332,0.01189123175,0.214703873733333328,0.32568589476666665
9,-1.00000000000000006e-09,0.0103450068499999995,0.0103503614333333334,0.20766135845,0.316336509799999999
10,-1.00000000000000006e-09,0.00739683266666666707,0.00870602781666666645,0.206177262849999987,0.325564367366666663
