m,evwinners,gwwinners,gewinners,owwinners,oewinners
5,0.466666666666666674,0.466666666666666674,0.466666666666666674,0.466666666666666674,0.466666666666666674
6,0.513333333333333308,0.513333333333333308,0.560000000000000053,0.513333333333333308,0.560000000000000053
7,0.560000000000000053,0.560000000000000053,0.546666666666666634,0.560000000000000053,0.546666666666666634
8,0.556666666666666643,0.570000000000000062,0.646666666666666723,0.58333333333333337,0.633333333333333304
9,0.520000000000000018,0.533333333333333326,0.599999999999999978,0.550000000000000044,0.606666666666666687
10,0.669999999999999929,0.66333333333333333,0.736666666666666692,0.683333333333333348,0.746666666666666701
