m,evmc,gwmc,gemc,owmc,oemc
2,0.844444444444444442,0.650000000000000022,0.656666666666666732,0.655555555555555558,0.655555555555555558
3,0.806666666666666643,0.692222222222222183,0.709999999999999964,0.665555555555555567,0.668888888888888977
4,0.764444444444444482,0.689999999999999947,0.692222222222222183,0.662222222222222157,0.665555555555555567
5,0.732222222222222108,0.672222222222222165,0.697777777777777941,0.656666666666666621,0.657777777777777795
6,0.770000000000000018,0.706666666666666665,0.714444444444444549,0.687777777777777821,0.686666666666666647
7,0.683333333333333459,0.626666666666666816,0.648888888888888959,0.616666666666666696,0.61777777777777787
8,0.694444444444444531,0.630000000000000004,0.651111111111111085,0.603333333333333388,0.602222222222222214
9,0.672222222222222165,0.637777777777777666,0.643333333333333202,0.609999999999999987,0.61444444444444446
10,0.669999999999999929,0.601111111111111152,0.61444444444444446,0.596666666666666679,0.599999999999999978
