m,evrevenue,gwrevenue,gerevenue,owrevenue,oerevenue
5,0.743660232792607956,0.743660232792607956,0.743660232792607956,0.743660232792607956,0.743660232792607956
6,0.749246449516371316,0.749246449516371316,0.693762744988675517,0.749246449516371316,0.693762744988675517
7,0.775375767570065655,0.775375767570065655,0.721125157990574306,0.775375767570065655,0.721125157990574306
8,0.784243777509115336,0.792176516486051141,0.673698185707061414,0.807302219128319454,0.695222294021596965
9,0.809003740679829497,0.812356875134776724,0.681666262096136011,0.822415875819197395,0.721745814602400726
10,0.828731219927154039,0.813827467750471323,0.709204289224646067,0.834951658992627688,0.734723719793380692
