m,evwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
2,0.924549871221770458,0.962263959230850285,0.958975553197805142,0.962748093632890267,0.962748093632890267
3,0.880011551103314082,0.899778793111176256,0.892944536996611915,0.92786916922307372,0.927205433413708646
4,0.874938269163215598,0.895983629303441442,0.89766761493885161,0.91497528326973343,0.912776391010726829
5,0.854883722869958507,0.873775066729516436,0.863980949057985725,0.886429863305508547,0.886127247883565006
6,0.814610307536396405,0.846371409134788588,0.844839961336972034,0.858097886223667561,0.856440727965651516
7,0.813123431110932438,0.848358848788899222,0.830752011975019022,0.85305032456570995,0.852526958119533718
8,0.801898903033510524,0.833116000292352887,0.82378118458146643,0.848044235967056248,0.848938315316712711
9,0.787193408016939711,0.802007267519760592,0.798785900466752352,0.818587715931437754,0.816011318247971573
10,0.776830626722892048,0.809157240316835669,0.799927432124554194,0.80910587256753963,0.807721958550335906
