m,evmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0.837499587930794376,0.754239929141532595,0.756170747307811753,0.755732291286495772,0.755732291286495772
3,0.798063752723739861,0.740089031858156443,0.74537529700275662,0.732438172163672907,0.732259303313332111
4,0.760428044874887799,0.708699891868891374,0.703652977656835543,0.700347455305444733,0.702569950825319922
5,0.718934180122081989,0.676925307032287371,0.681760171478500987,0.678290026291413106,0.6776111738508247
6,0.768717186740206393,0.715322976577539626,0.713715060302322235,0.71596866856114616,0.716992913626043893
7,0.676460966734147129,0.629601210989794935,0.643409735548245654,0.631920795545987013,0.632088542933045172
8,0.690043825452377413,0.632700871886390792,0.636412123033581079,0.629294483890733614,0.627797155452661126
9,0.670187402817046585,0.63608608915242193,0.635483294341897431,0.625694070895786436,0.627349018781400258
10,0.663099525523529132,0.612947041099347945,0.600943552233659695,0.61379692375893935,0.615304545692681892
