m,evwinners,gwwinners,gewinners,owwinners,oewinners
2,0.783333333333333326,0.883333333333333304,0.872222222222222232,0.883333333333333304,0.883333333333333304
3,0.648148148148148029,0.729629629629629517,0.711111111111111138,0.792592592592592626,0.788888888888888862
4,0.596296296296296213,0.67129629629629628,0.665740740740740744,0.72222222222222221,0.719444444444444442
5,0.543333333333333335,0.603333333333333388,0.577222222222222192,0.647777777777777786,0.645555555555555549
6,0.391481481481481486,0.481851851851851809,0.474074074074074092,0.517037037037036962,0.515185185185185079
7,0.460846560846560838,0.539417989417989352,0.507407407407407418,0.553439153439153397,0.551851851851851816
8,0.382936507936507908,0.462103174603174571,0.437103174603174605,0.496825396825396781,0.498214285714285721
9,0.368981481481481521,0.406790123456790109,0.400308641975308632,0.438271604938271608,0.433487654320987625
10,0.337530864197530811,0.407808641975308639,0.393765432098765411,0.412901234567901232,0.408919753086419757
