m,aptime,ustime,gwtime,getime,owtime,oetime
2,1.456594e-05,2.98336400000000046e-05,7.95267999999999956e-06,7.44131333333333308e-06,0.00740304776000000071,0.00724061078666666646
3,1.69621428571428577e-05,5.76752809523809541e-05,9.96796190476190527e-06,9.13343333333333307e-06,0.0321742424666666693,0.00754621616190476185
4,1.93007833333333366e-05,9.3456724999999984e-05,1.21100916666666661e-05,1.12805666666666683e-05,0.00812927761666666637,0.00784617122083333327
5,2.01661458333333308e-05,0.000134027562500000025,1.34611791666666649e-05,1.20664791666666679e-05,0.00860383394999999877,0.00862047357916666604
6,2.15715962962963001e-05,0.000185138259259259245,1.51147333333333329e-05,1.32903000000000005e-05,0.00911127118888888782,0.0105190501518518525
7,2.46438740740740699e-05,0.000252358555555555605,1.76998111111111084e-05,1.57944666666666659e-05,0.0118824077333333344,0.0111994783185185177
8,2.53671777777777755e-05,0.000318502492592592605,1.87771148148148143e-05,1.67829777777777772e-05,0.0119762214962962962,0.0107212082555555536
9,2.66909740740740761e-05,0.000387723066666666681,2.00500185185185188e-05,1.80294925925925937e-05,0.0291207203888888926,0.0135387793111111099
10,2.84212925925925914e-05,0.000476697488888888838,2.19902814814814826e-05,1.87947148148148122e-05,0.0160825841777777791,0.0147193171518518531
