n,apefloss,usefloss,gwefloss,geefloss,owefloss,oeefloss
2,0,0,0,0.365407401993122716,0,0.365407401993122716
3,0.288888888888888917,0,0,0.373346485368641456,0,0.346135551230874861
4,0.344825982739615844,0,0.00580786393392908589,0.314746528816909454,0.000747572192352188489,0.326884917778647088
5,0.446267286425623078,0,0.00232289487080737395,0.274400307736498927,0,0.259333574160561631
6,0.481515542465204893,0,0.0106782209575612391,0.243379833937754836,0.012140998284192267,0.2451145022161898
7,0.488404571219808348,0,0.00278464611706389633,0.189050587548490245,0.000215011561028778886,0.190921860823152711
8,0.48880465505355869,0,0.00144635169437705175,0.177435255533409886,0.00234419039977677842,0.173598140390909261
9,0.546254706987734262,0,0.00066439462874615812,0.139495729981756023,0.00434833939332683259,0.143908800501601208
10,0.616054988739501264,0,0.00349902026919702213,0.0865248284568254367,0.00217661498156068245,0.0937679381233209597
