n,apmc,usmc,gwmc,gemc,owmc,oemc
2,0,0.25,0,0,0,0
3,0,0.333333333333333315,0.103703703703703701,0.111111111111111105,0.103703703703703701,0.111111111111111105
4,0,0.375,0.0687500000000000056,0.0875000000000000083,0.0520833333333333287,0.0625
5,0,0.399999999999999967,0.129333333333333356,0.151999999999999996,0.122666666666666674,0.152000000000000024
6,0,0.416666666666666685,0.100925925925925919,0.143518518518518517,0.0675925925925925791,0.0879629629629629511
7,0,0.428571428571428492,0.122448979591836732,0.168027210884353712,0.0959183673469387738,0.138095238095238076
8,0,0.4375,0.120833333333333348,0.161979166666666674,0.107812500000000006,0.138020833333333343
9,0,0.44444444444444442,0.129629629629629622,0.171193415637860058,0.103703703703703701,0.141975308641975301
10,0,0.400000000000000022,0.134814814814814832,0.180370370370370403,0.11370370370370371,0.154444444444444468
