n,aptime,ustime,gwtime,getime,owtime,oetime
2,1.95761333333333339e-05,0.000150940883333333333,1.1610166666666666e-05,9.58226666666666801e-06,0.00754388269999999982,0.0144236216000000004
3,2.14447777777777772e-05,0.000173845833333333355,1.26639000000000008e-05,9.15563333333333262e-06,0.00763243658888888843,0.00744286862222222258
4,2.1403683333333333e-05,0.00022599025,1.32892166666666665e-05,1.08094916666666671e-05,0.0100883056583333328,0.0119497064083333316
5,2.22467133333333337e-05,0.000286098493333333316,1.50555933333333326e-05,1.26997333333333331e-05,0.0189485221133333312,0.010381979493333332
6,2.32277166666666679e-05,0.000312651511111111116,1.58490555555555581e-05,1.34749444444444443e-05,0.0114401008166666665,0.0124558708611111121
7,2.51818476190476177e-05,0.000369944400000000063,1.74487761904761909e-05,1.49826142857142855e-05,0.0113825922809523816,0.0116345427666666688
8,2.59651833333333299e-05,0.000399006012500000039,1.79555375000000004e-05,1.5937504166666667e-05,0.0127439371958333342,0.0117262123833333353
9,2.95624925925925899e-05,0.000471744814814814811,2.06514703703703654e-05,1.80464074074074076e-05,0.0155134090259259252,0.0120870952888888893
10,3.17045481481481486e-05,0.0033616236444444442,9.67509148148148096e-05,2.21602888888888863e-05,0.678289829362962893,0.0185097989407407432
