n,apefloss,usefloss,gwefloss,geefloss,owefloss,oeefloss
5,0,0,0,0.288179401938696123,0,0.288179401938696123
6,0,0,0,0.212660446230400396,0,0.212660446230400396
7,0,0,0,0.220725978720263338,0,0.220725978720263338
8,0,0,0,0.204715070052891995,0,0.204715070052891995
9,0,0,0,0.26357509756595815,0,0.26357509756595815
10,0.201464737085949613,0,0,0.0970684748436366207,0,0.0800965660668292723
