n,apef,usef,gwef,geef,owef,oeef
2,0,0,0,0.450000000000000011,0,0.450000000000000011
3,0.0633333333333333387,0,0,0.354444444444444506,0,0.342222222222222261
4,0.0625,0,0.00749999999999999886,0.285833333333333328,0.000833333333333333387,0.291666666666666685
5,0.0899999999999999967,0,0.00266666666666666658,0.202000000000000013,0,0.193333333333333302
6,0.0961111111111111055,0,0.00777777777777777669,0.168333333333333335,0.00666666666666666709,0.187222222222222207
7,0.103333333333333319,0,0.00333333333333333311,0.144285714285714295,0.000476190476190476298,0.153333333333333321
8,0.101249999999999993,0,0.00125000000000000046,0.118333333333333332,0.00250000000000000005,0.119166666666666671
9,0.110000000000000014,0,0.000740740740740741029,0.0922222222222222332,0.00111111111111111111,0.101111111111111124
10,0.134074074074074095,0,0.00148148148148148141,0.0744444444444444381,0.00259259259259259295,0.080740740740740724
