m,spwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
5,0.87503079074480028,0.875033096030833013,0.869090729779063098,0.876481430827174446,0.867553671053263309
6,0.852159716704051329,0.858761686633062737,0.834994218601363247,0.856009260441292552,0.842733821150151718
7,0.834481443004878365,0.838843128915457426,0.821849307898599113,0.840195736196468146,0.827634045744170876
8,0.807073191130333156,0.806116777677828633,0.803634358110858593,0.821157866974262074,0.815373170138054437
9,0.799642822961833422,0.800606743704821766,0.803735513405996915,0.811897015528582067,0.807196709332976048
10,0.778346517232534008,0.78865523936686055,0.785086229760209364,0.787162642894021158,0.782699289181146396
