m,spwinners,gwwinners,gewinners,owwinners,oewinners
2,0.84027777777777779,0.886111111111111072,0.897222222222222254,0.899999999999999911,0.899999999999999911
3,0.753703703703703654,0.799074074074073937,0.794907407407407285,0.811574074074073892,0.804629629629629584
4,0.660648148148148207,0.705787037037036935,0.716898148148148118,0.718518518518518667,0.715972222222222232
5,0.577777777777777835,0.617129629629629695,0.614305555555555549,0.651296296296296373,0.640833333333333366
6,0.530555555555555558,0.606481481481481399,0.611604938271604892,0.635802469135802406,0.637037037037037068
7,0.487331349206349185,0.560674603174603159,0.563105158730158761,0.596934523809523832,0.591488095238095202
8,0.457658730158730154,0.556686507936507868,0.561964285714285694,0.589940476190476182,0.581547619047619091
9,0.402169312169312176,0.513746693121693077,0.527030423280423266,0.558210978835978811,0.554689153439153371
10,0.472582671957672007,0.558746693121693117,0.561193783068783092,0.585367063492063577,0.567308201058201123
