m,spmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
5,0.469999999999999973,0.398742517808985619,0.404860907819668103,0.463993531429425177,0.462997185350479734
6,0.456666666666666665,0.370165695571464837,0.394165584033850935,0.410585507287820617,0.423918022162734442
7,0.516666666666666718,0.445769311216433817,0.460633942187545387,0.453652177192461814,0.470527300565794504
8,0.535000000000000031,0.44995247588362508,0.45566693029386296,0.44246597736938692,0.451641678280810699
9,0.539166666666666683,0.453861533519334059,0.454778068771951816,0.441650249181722354,0.451408811206503668
10,0.556666666666666643,0.4808069442334858,0.489022165300780465,0.465693317725104583,0.465655438491690554
