m,spefloss,gwefloss,geefloss,owefloss,oeefloss
5,0.00435067984775074947,0.00525294198302620353,0.00602210348410426623,0.0158902979451259856,0.0114485320389109933
6,0,0.00804939302763467597,0.012997567606468358,0.0139836215688696926,0.00703738052180600312
7,0.00114186972995827026,0.00434082797210191135,0.00913819930074602667,0.00973416481665735113,0.00995784336158068994
8,0.00126078955725551344,0.0212009455360168443,0.0078867121885674088,0.0111004056737445608,0.00541274242167751139
9,0.00167911801880153916,0.0147433583300999333,0.0109306050337900796,0.0118145333446076466,0.0150614962985049679
10,0.00489821839280462148,0.0225408833746312438,0.00531220836393496258,0.0147428553824558162,0.0195459220852896715
