m,spmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0.502777777777777768,0.135082191181359029,0.136299880350653518,0.213305945102785083,0.223889649825315451
3,0.445555555555555538,0.153644534736023575,0.171062088687844865,0.250480489264912176,0.27098484015548463
4,0.408333333333333381,0.181214232697500671,0.196333356085557825,0.226723779067059095,0.243716553764416949
5,0.385000000000000009,0.180414457297336156,0.202909989699823656,0.232540700012970669,0.240684861004441836
6,0.393333333333333313,0.168954792095185158,0.200499477164879591,0.205735670511868141,0.21903952528979459
7,0.345833333333333326,0.172467794809355868,0.19793667085145239,0.195886024916106682,0.211405170428732442
8,0.385000000000000009,0.165797019385397149,0.183941919817711602,0.204846025578146657,0.206540064079434899
9,0.315000000000000058,0.160587180216964803,0.188971493590689932,0.141205107031488974,0.166131061622858928
10,0.308333333333333348,0.134052255816364596,0.161467001363054752,0.164437598271444829,0.184223567738644733
