n,spwinners,gwwinners,gewinners,owwinners,oewinners
2,0.735944664902998258,0.742508818342151766,0.739589947089947297,0.7571571869488537,0.757265211640211766
3,0.714446649029982339,0.713412698412698387,0.725079365079365101,0.743539462081128755,0.737131834215167481
4,0.718774801587301448,0.701010251322751299,0.707035383597883649,0.711691468253968229,0.708053902116402067
5,0.717989417989417955,0.70457010582010593,0.699424603174603088,0.711607142857142883,0.706574074074074021
6,0.707453703703703751,0.71541666666666659,0.708313492063492145,0.710363756613756614,0.699669312169312274
7,0.714761904761904709,0.706150793650793585,0.713928571428571468,0.711706349206349231,0.701984126984127044
8,0.723611111111110983,0.720277777777777795,0.711388888888888959,0.723888888888888915,0.710277777777777786
9,0.706388888888888955,0.708611111111111081,0.709722222222222365,0.722500000000000031,0.701944444444444482
10,0.706944444444444375,0.705277777777777781,0.705277777777777781,0.718611111111111089,0.709166666666666723
