n,spefloss,gwefloss,geefloss,owefloss,oeefloss
2,0.00319881769610589782,0.0200237916599653523,0.00450352433233581432,0.011657132482660551,0.0120021372840275961
3,0.00339483706588056917,0.0246232749295706189,0.014439252194224159,0.00783471992763253543,0.00841415222364585817
4,0.00587392476940869386,0.025633924864843529,0.00411515731023513742,0.0103833917141388354,0.00686278146054616379
5,0.00214316838756323626,0.0199748065970330006,0.00771277722591382289,0.0097056823615637132,0.00897560917686316719
6,0.00587499873469628578,0.0215219096317396039,0.015144790936124343,0.0151973078470423149,0.00328022413039958521
7,0.000414916292438567648,0.00813168001228879896,0.0141060043520257281,0.0180757453638999976,0.0091995440972126117
8,0.00041317887836340517,0.00695126765466416024,0.0120891513574066002,0.0168918824943685222,0.0168643935615158669
9,0.00013620090849378647,0.00986854041624347228,0.0110892026985985118,0.0150479413863616584,0.0112225462844982738
10,0,0.0101964146578228439,0.0147343628483676218,0.0145224296337426537,0.0161439352781538766
