n,sprevenue,gwrevenue,gerevenue,owrevenue,oerevenue
4,0.558226021285028184,0.653875227127804992,0.655108706750604841,0.677061400620287968,0.676458288176401079
5,0.546513593064749337,0.645167596605836113,0.652040075929536611,0.693203994045310079,0.689373728520813911
6,0.5449438268275969,0.646075778911782139,0.628775253944425794,0.669936673288281881,0.662202124026310734
7,0.557170287579186518,0.601393671979790545,0.598980888930364053,0.629465991920766132,0.615532504809967351
8,0.555054738943642989,0.596206629816956934,0.597445379194651571,0.633755006561303236,0.625058017916479303
9,0.559949196226879442,0.593003669547933487,0.593244084793016824,0.626704105640917053,0.617965764840623599
10,0.578024478553793575,0.602856364981190773,0.596764811624559965,0.624243027264573813,0.612892680421671776
