n,spef,gwef,geef,owef,oeef
2,0.00166666666666666699,0.0100000000000000002,0.00222222222222222265,0.00527777777777777794,0.00333333333333333355
3,0.00250000000000000005,0.011944444444444445,0.00611111111111111143,0.0058333333333333336,0.00305555555555555572
4,0.00291666666666666637,0.0149999999999999977,0.00458333333333333422,0.00583333333333333447,0.00249999999999999962
5,0.00250000000000000049,0.0129166666666666683,0.00499999999999999924,0.00833333333333333322,0.0050000000000000001
6,0.00333333333333333485,0.0108333333333333337,0.00666666666666666796,0.0112499999999999996,0.00416666666666666661
7,0.000833333333333333712,0.0158333333333333347,0.00916666666666666671,0.0158333333333333312,0.0050000000000000001
8,0.00166666666666666786,0.0100000000000000002,0.0116666666666666672,0.0125000000000000007,0.0150000000000000012
9,0.000833333333333333929,0.0125000000000000007,0.00916666666666666671,0.0125000000000000007,0.00916666666666666671
10,0,0.0183333333333333334,0.0183333333333333334,0.0216666666666666674,0.0166666666666666664
