n,sptime,gwtime,getime,owtime,oetime
4,0.000570027550000000048,0.00600641563333333302,0.00562483230833333344,0.167219007441666678,0.135124658758333321
5,0.000694956908333333291,0.007121685975,0.00657228267499999994,0.23521929262500002,0.154627037633333353
6,0.000760429258333333424,0.0114898617166666675,0.00896595325833333262,0.248498826375000009,0.17429398027500001
7,0.000926974691666666655,0.00953789346250000052,0.00833348007500000001,0.253842962904166691,0.188618010470833319
8,0.00121486825416666669,0.0106431012458333349,0.00895412957500000065,0.257280100774999965,0.205760682266666689
9,0.00109545541250000004,0.0109655154916666678,0.00974996346666666576,0.269558780570833323,0.19605865648750001
10,0.00128845045555555553,0.0123307335111111083,0.0114402720305555577,0.271685775705555521,0.192108181122222249
