n,spwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
4,0.813606216708146146,0.836671859876164881,0.839781436149795169,0.865333210542089448,0.867816982840724727
5,0.814653889501526729,0.826068187812188715,0.840995105917616725,0.862197475578734163,0.859915046168324815
6,0.812714566831747032,0.813545297125651823,0.818873095853794863,0.8692522904955573,0.840065699049448833
7,0.826630207631062541,0.831403375716565418,0.82389258890032957,0.849144180834459195,0.835592725038527884
8,0.807410717538160294,0.816976560901907511,0.806198467876375502,0.835636778717547157,0.820088201301226949
9,0.840171287118956944,0.839910702790089836,0.8210265392725411,0.851711156376328105,0.828544647148421243
10,0.829359662857757751,0.837159317300441685,0.823408506798643636,0.846720216588487506,0.832690029130227161
