n,spmc,gwmc,gemc,owmc,oemc
4,0.28125,0.135416666666666685,0.149999999999999994,0.147916666666666669,0.154166666666666674
5,0.268333333333333313,0.158333333333333326,0.153333333333333349,0.16333333333333333,0.168333333333333335
6,0.327777777777777779,0.212499999999999994,0.215277777777777762,0.211111111111111138,0.245833333333333348
7,0.347023809523809512,0.221428571428571391,0.249999999999999972,0.265476190476190477,0.286309523809523792
8,0.361458333333333326,0.244270833333333381,0.278645833333333259,0.290104166666666663,0.309375000000000011
9,0.34259259259259256,0.220833333333333326,0.264351851851851838,0.285648148148148151,0.323148148148148129
10,0.353333333333333333,0.258333333333333359,0.275833333333333319,0.299722222222222223,0.318055555555555591
