n,spmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
4,0.28125,0.108473149242639288,0.1184960874819386,0.127041452209188332,0.131014916929562963
5,0.268333333333333313,0.124386304411896714,0.123182015976771267,0.133515439464874486,0.14143554727634991
6,0.327777777777777779,0.185567162244875045,0.188689804433900765,0.1862370607650847,0.211823995708017937
7,0.347023809523809512,0.208053255666333314,0.23317051514469983,0.258894016606882049,0.273984955053346246
8,0.361458333333333326,0.234573050550095391,0.263620495798756627,0.280081623912533551,0.299457531745202954
9,0.34259259259259256,0.216255948757645228,0.255131913416607126,0.281877065873965438,0.312820172704657784
10,0.353333333333333333,0.253950116141178517,0.27030608895716729,0.297175726864156331,0.317120246861501365
