n,spmc,gwmc,gemc,owmc,oemc
2,0.143055555555555575,0.0805555555555555608,0.0902777777777777901,0.0374999999999999986,0.0347222222222222168
3,0.209259259259259256,0.135185185185185186,0.137962962962962954,0.0990740740740740783,0.0999999999999999917
4,0.245833333333333348,0.19166666666666668,0.211458333333333359,0.128124999999999989,0.130208333333333343
5,0.284166666666666679,0.207500000000000018,0.234999999999999987,0.180833333333333346,0.184166666666666701
6,0.309722222222222232,0.220833333333333354,0.250694444444444442,0.206944444444444459,0.227777777777777746
7,0.309523809523809534,0.241666666666666641,0.255952380952380931,0.204761904761904756,0.228571428571428537
8,0.3125,0.246875000000000011,0.269791666666666652,0.216666666666666674,0.247916666666666674
9,0.34722222222222221,0.255555555555555536,0.272222222222222254,0.237962962962962959,0.266666666666666663
10,0.331666666666666665,0.264166666666666661,0.280833333333333324,0.265000000000000013,0.279166666666666674
