n,spmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0.143055555555555575,0.0758421083861903211,0.084599258136995939,0.0334686210959933353,0.0300840214425052987
3,0.209259259259259256,0.122182922640729705,0.123648638428843105,0.085796153957396315,0.0862700921324873055
4,0.245833333333333348,0.192108818765253764,0.210868487766949719,0.127129415690314829,0.12849603831315265
5,0.284166666666666679,0.207923834170048838,0.233777068080908368,0.183625736346979485,0.186523449264731439
6,0.309722222222222232,0.222991884911351967,0.252510514218200477,0.205735389559576987,0.227006340894698455
7,0.309523809523809534,0.241666666666666696,0.255952380952380987,0.204761904761904756,0.228571428571428592
8,0.3125,0.246875000000000011,0.269791666666666652,0.216666666666666674,0.247916666666666674
9,0.34722222222222221,0.255555555555555536,0.272222222222222254,0.237962962962962987,0.266666666666666663
10,0.331666666666666665,0.264166666666666661,0.280833333333333324,0.265000000000000013,0.279166666666666674
