m,spmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
7,0.345238095238095233,0.242857142857142827,0.257142857142857117,0.263095238095238104,0.27261904761904765
8,0.346428571428571419,0.255952380952380931,0.270238095238095277,0.238095238095238138,0.261904761904761918
9,0.314285714285714279,0.244047619047619013,0.269047619047619035,0.215476190476190488,0.223809523809523792
10,0.319047619047619024,0.242857142857142855,0.263095238095238104,0.207142857142857129,0.213095238095238115
