m,spmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0.531349206349206349,0.136468207423910221,0.135230957940264657,0.208531383475544368,0.208891998756123881
3,0.498412698412698418,0.200440171192264899,0.208619210783874104,0.276887906573570375,0.310026988511585222
4,0.434920634920634874,0.194479016312449016,0.203644469963523256,0.269104803517618452,0.295421943891558458
5,0.413888888888888917,0.217155553992370992,0.232933310550472145,0.286382334854974718,0.309706529084012416
6,0.390873015873015983,0.228887044120936661,0.243832145216399399,0.270757563293171633,0.299501038672613074
7,0.390476190476190421,0.238657288981739962,0.262274126883453085,0.278609045727218951,0.296403273234887632
8,0.368452380952380976,0.197594392312505113,0.226955613335798057,0.267877000483073835,0.285813965263216341
9,0.374404761904761907,0.213780872776288322,0.23241460239378739,0.274750127635899011,0.292209006283113748
10,0.332738095238095222,0.217576706897748468,0.234305533314614983,0.242181306871412511,0.256992167825920659
