m,spmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
5,0.456666666666666665,0.35288667357942427,0.366634604443188128,0.425227158211952283,0.427613758790860776
6,0.463333333333333375,0.405796326871089741,0.414631187307826665,0.435204001076590186,0.44589816764701462
7,0.50333333333333341,0.425659742762195759,0.429228683658719912,0.446666666666666656,0.448333333333333361
8,0.526666666666666727,0.451642172530410502,0.446750518584896061,0.443159800618868838,0.450733558541648482
9,0.53499999999999992,0.470274986505484216,0.476143376988381883,0.474712495633037967,0.473284778869774603
10,0.556666666666666643,0.481799974424186539,0.489726961864945021,0.456204117094643313,0.453712777481319607
