m,spwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
5,0.862990116705103172,0.867558879048095255,0.849681759446947682,0.865578295026832589,0.853236514231294763
6,0.856520304530588916,0.858054005078189075,0.850532876631013735,0.857510516443295456,0.851756445488049962
7,0.84682977380987956,0.849302231342345504,0.845441792774533574,0.848564698096643588,0.844762497147652835
8,0.813248663866750321,0.81336118699324611,0.818830989375803231,0.818699796583230444,0.813244937540535284
9,0.805371032024051914,0.799790498639303071,0.793131707845607603,0.799763769622648502,0.795187677397932058
10,0.789263524959813223,0.790536558179335103,0.789124120170618726,0.796340915875382693,0.796804563951624911
