m,spmc,gwmc,gemc,owmc,oemc
5,0.456666666666666665,0.343333333333333324,0.356666666666666632,0.421666666666666634,0.424999999999999989
6,0.463333333333333375,0.400000000000000022,0.408333333333333326,0.431666666666666643,0.441666666666666652
7,0.50333333333333341,0.421666666666666634,0.425000000000000044,0.446666666666666656,0.448333333333333306
8,0.526666666666666727,0.459166666666666667,0.454166666666666718,0.450833333333333308,0.458333333333333315
9,0.53499999999999992,0.479999999999999982,0.485833333333333339,0.481666666666666687,0.480000000000000093
10,0.556666666666666643,0.490833333333333344,0.495833333333333348,0.459166666666666723,0.454166666666666663
