m,spmc,gwmc,gemc,owmc,oemc
2,0.51055555555555554,0.111666666666666692,0.128888888888888886,0.186111111111111116,0.198333333333333334
3,0.502777777777777768,0.215555555555555584,0.224444444444444446,0.294999999999999984,0.321111111111111125
4,0.478888888888888864,0.248333333333333295,0.258333333333333359,0.312777777777777766,0.339999999999999913
5,0.498888888888888771,0.295555555555555571,0.312222222222222179,0.343333333333333324,0.363333333333333341
6,0.519166666666666554,0.340833333333333321,0.344999999999999973,0.356666666666666632,0.371666666666666645
7,0.525000000000000022,0.360833333333333395,0.359999999999999987,0.369999999999999996,0.387500000000000067
8,0.525000000000000022,0.308333333333333348,0.303333333333333344,0.309999999999999998,0.309999999999999998
9,0.53833333333333333,0.338333333333333319,0.375,0.348333333333333328,0.349999999999999978
10,0.540000000000000036,0.373333333333333295,0.390000000000000013,0.396666666666666667,0.401666666666666672
