m,evrevenue,gwrevenue,gerevenue,owrevenue,oerevenue
2,0.847459443109657262,0.916035805387949154,0.912183677630335699,0.899067141059266994,0.899067141059266994
3,0.776645346436398376,0.855759225225588338,0.846318014041822053,0.886500982481171929,0.884314165374466277
4,0.769056435137490446,0.838163480903622138,0.829339383954266318,0.847814934726944358,0.849813287167057507
5,0.751813390189225994,0.811198213671243784,0.802058343265323437,0.825240768805952207,0.827251826899336073
6,0.730854199054031706,0.793960871789768707,0.787002291053057967,0.809760184247456549,0.80826579738877502
7,0.70158493650851772,0.746429232353193028,0.728273105424369072,0.760927528822361254,0.753833424135787245
8,0.720715530367317947,0.761446430969006438,0.75170303030227803,0.776133266036490244,0.776104604974899082
9,0.704099492495018464,0.747247658970488171,0.734834704408638295,0.765961420548463501,0.765419501814757042
10,0.709108928042663123,0.745250164955774452,0.72052676571397356,0.753132809333658115,0.749830214095105752
