m,evwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
5,0.834408522514233364,0.834408522514233364,0.834408522514233364,0.834408522514233364,0.834408522514233364
6,0.870725394962171606,0.870725394962171606,0.884683723244271247,0.870725394962171606,0.884683723244271247
7,0.871511806835376879,0.871511806835376879,0.874609643297897144,0.871511806835376879,0.874609643297897144
8,0.860949876266703606,0.851636965730401929,0.850999940609967753,0.872788429412331368,0.862571526573408964
9,0.897770543105835817,0.895508692848266619,0.853431664347992336,0.904758383962705581,0.870142639574184695
10,0.87593201388176789,0.871366798939109399,0.886515827217407293,0.883407657651086087,0.887922671998572666
