m,evmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
2,0.841082555062725667,0.757951552236614146,0.759196419468357031,0.766092954284098071,0.766092954284098071
3,0.807688997411130205,0.739861219551107729,0.740882352002965039,0.733402119188512391,0.735275035727883441
4,0.762127953477533482,0.714437506654549193,0.714881102951483882,0.711999250472208245,0.712130348873863395
5,0.736148341938408834,0.692698200544445974,0.694872803720790189,0.689893199579138305,0.689439632701221217
6,0.707783765897012529,0.662892360951481074,0.665791088731405023,0.655782678388450391,0.654324984493158679
7,0.671329540570947514,0.6323086710583109,0.636895304617824287,0.643936440874498195,0.645413487483312065
8,0.639843848262789172,0.607272332478395183,0.612966518544052374,0.597763354244524758,0.596375963577742474
9,0.677013433688060218,0.634226942836790042,0.641034282309492442,0.630978924187817536,0.630392035779400062
10,0.661800817055134938,0.610316308462946489,0.611474741108165909,0.604516922463165352,0.602087858411556431
