m,evrevenue,gwrevenue,gerevenue,owrevenue,oerevenue
5,0.726460151246176133,0.726460151246176022,0.726460151246176022,0.726460151246176022,0.726460151246176022
6,0.756609097259813623,0.756609097259813512,0.683072894304408096,0.756609097259813512,0.683072894304408096
7,0.779676201028625337,0.779676201028625337,0.72110695766580668,0.779676201028625337,0.72110695766580668
8,0.791113838646992473,0.785699004749554564,0.671882164510256841,0.806071571999373293,0.698949594104752103
9,0.836076640964999007,0.836601207247455347,0.699594763029629085,0.847657848412635806,0.701369113433589431
10,0.822174025642698592,0.823066298619580694,0.604893865760621541,0.834799527644232375,0.636446245678843336
