m,evwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
2,0.910781915969488765,0.945673678671097862,0.941821550913484296,0.93312108609348543,0.93312108609348543
3,0.871785261784612242,0.911309805437980347,0.905187470237832414,0.936535854548003921,0.93447113900857659
4,0.883923048071940554,0.910419077292877188,0.906427193947284437,0.914616888497894909,0.915682848177050701
5,0.855370043643989164,0.87742597961476454,0.871783160968909621,0.891527161376188704,0.892902503823233329
6,0.834343668099446489,0.868845778940858904,0.86310168132666254,0.883260919121290455,0.884826761594633915
7,0.806294664686243223,0.831221653231743574,0.817936667232617487,0.827410291331617032,0.820100679385390774
8,0.818968577483878746,0.837784842288737619,0.828050032014695625,0.857278507509858678,0.857758228003765222
9,0.780151667073946786,0.81246969426526483,0.799250987795920742,0.82696866442879069,0.826738138422791202
10,0.778746652824916175,0.806729061264402247,0.792313147270749751,0.815905643964589089,0.815991819951622066
