m,evtime,gwtime,getime,owtime,oetime
5,-1.00000000000000006e-09,0.00381964403333333313,0.00404638570000000024,0.172200431566666673,0.163385363533333328
6,-1.00000000000000006e-09,0.00383928550000000018,0.00450728100000000013,0.166103147799999989,0.226901608166666685
7,-1.00000000000000006e-09,0.00391132693333333305,0.00465180373333333366,0.175230952733333334,0.199348403266666668
8,-1.00000000000000006e-09,0.00373604768333333321,0.00475146706666666665,0.134540838766666671,0.341776844400000002
9,-1.00000000000000006e-09,0.0037664239666666665,0.00489017388333333296,0.169797450600000011,0.23984230379999999
10,-1.00000000000000006e-09,0.00384236798333333334,0.00491873500000000047,0.301666396716666674,0.213010614966666678
