m,evmcloss,gwmcloss,gemcloss,owmcloss,oemcloss
5,0.453333333333333366,0.45333333333333331,0.45333333333333331,0.45333333333333331,0.45333333333333331
6,0.42000000000000004,0.419999999999999984,0.353333333333333333,0.419999999999999984,0.353333333333333333
7,0.406666666666666732,0.406666666666666676,0.37333333333333335,0.406666666666666676,0.37333333333333335
8,0.479993006266861699,0.468284505666808903,0.386284314535188078,0.452228839480532496,0.388571620920358685
9,0.386656905229729952,0.371941966568263394,0.330148107623235099,0.364713807838244863,0.309295203907699601
10,0.479999999999999982,0.469229915541401366,0.296470475705151948,0.457672437589588199,0.322489333841859516
