m,evtime,gwtime,getime,owtime,oetime
2,-1.00000000000000006e-09,0.00168886776666666671,0.00157132746666666686,0.0619697684777777771,0.0697387987888888894
3,-1.00000000000000006e-09,0.00274886608888888842,0.0026137377888888892,0.116813651377777772,0.104213163722222224
4,-1.00000000000000006e-09,0.0037493705222222222,0.00397164645555555564,0.16271081886666669,0.236784310200000014
5,-1.00000000000000006e-09,0.00494296473333333351,0.00522127784444444479,0.190782342044444442,0.184452707822222228
6,-1.00000000000000006e-09,0.00628917162222222218,0.00692204858888888913,0.229192249033333351,0.276714777811111146
7,-1.00000000000000006e-09,0.0077842943999999999,0.00857379812222222072,0.242174004188888903,0.278309706344444407
8,-1.00000000000000006e-09,0.009346509833333334,0.0104177646666666675,0.321898208955555543,0.298256357655555526
9,-1.00000000000000006e-09,0.0110800993333333344,0.0124059354666666653,0.383284843255555563,0.403176381611111134
10,-1.00000000000000006e-09,0.0127227303333333347,0.0142343864666666653,0.51298302881111113,0.397433638399999956
