m,evmc,gwmc,gemc,owmc,oemc
2,0.844444444444444442,0.647777777777777786,0.658888888888888857,0.669999999999999929,0.669999999999999929
3,0.80888888888888888,0.697777777777777719,0.714444444444444549,0.674444444444444513,0.680000000000000049
4,0.767777777777777781,0.697777777777777719,0.697777777777777719,0.677777777777777701,0.678888888888888875
5,0.746666666666666701,0.685555555555555585,0.703333333333333255,0.675555555555555576,0.675555555555555576
6,0.708888888888889013,0.651111111111111085,0.661111111111111094,0.637777777777777777,0.633333333333333304
7,0.67666666666666675,0.627777777777777879,0.63555555555555554,0.633333333333333415,0.632222222222222241
8,0.648888888888888959,0.613333333333333397,0.626666666666666705,0.578888888888888897,0.576666666666666661
9,0.677777777777777701,0.619999999999999996,0.638888888888888951,0.593333333333333379,0.593333333333333379
10,0.665555555555555567,0.604444444444444451,0.612222222222222223,0.584444444444444433,0.585555555555555496
