m,evmc,gwmc,gemc,owmc,oemc
5,0.453333333333333366,0.453333333333333366,0.453333333333333366,0.453333333333333366,0.453333333333333366
6,0.42000000000000004,0.42000000000000004,0.353333333333333333,0.42000000000000004,0.353333333333333333
7,0.406666666666666732,0.406666666666666732,0.37333333333333335,0.406666666666666732,0.37333333333333335
8,0.480000000000000038,0.483333333333333393,0.403333333333333321,0.436666666666666703,0.383333333333333359
9,0.386666666666666714,0.37333333333333335,0.350000000000000033,0.356666666666666687,0.326666666666666661
10,0.479999999999999982,0.469999999999999973,0.296666666666666634,0.449999999999999956,0.316666666666666652
