m,evwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
5,0.846264394772660911,0.846264394772660911,0.846264394772660911,0.846264394772660911,0.846264394772660911
6,0.866790709002587034,0.866790709002587034,0.860525343699761858,0.866790709002587034,0.860525343699761858
7,0.879087813415056263,0.879087813415056263,0.86662587885353759,0.879087813415056263,0.86662587885353759
8,0.949575292033058682,0.912518606289083323,0.867713592794982835,0.937147592994409306,0.893382612354112426
9,0.947372765269022032,0.909999002139182278,0.911478268920767665,0.930881828618572271,0.913783722670584386
10,0.974226618531188526,0.956951669262534166,0.925759084225924456,0.969360644232137858,0.926679143270395578
