m,evtime,gwtime,getime,owtime,oetime
5,-1.00000000000000006e-09,0.0038380648333333333,0.00413773666666666668,0.175189014800000015,0.19338964463333333
6,-1.00000000000000006e-09,0.00375084926666666672,0.00451437646666666675,0.166079048499999993,0.208329367600000009
7,-1.00000000000000006e-09,0.00382207680000000004,0.00482265633333333298,0.146493297533333344,0.200228315900000009
8,-1.00000000000000006e-09,0.00373167746666666633,0.00479564126666666597,0.151496341216666663,0.184812887383333346
9,-1.00000000000000006e-09,0.00379086408333333298,0.00493116341666666701,0.17946910508333333,0.24468153343333332
10,-1.00000000000000006e-09,0.00376480774999999983,0.00505074510000000018,0.142065761550000003,0.245285867733333329
