m,sptime,gwtime,getime,owtime,oetime
16,0.00155314986666666658,0.00601874706666666662,0.00834634716666666707,1.33415291963333327,0.166522553266666679
17,0.00196536123333333323,0.00535239246666666633,0.00854610280000000014,1.88684671573333329,0.19737307653333333
18,0.00185137646666666674,0.00514368556666666699,0.0082340508333333326,1.76342032826666673,0.193708588966666678
19,0.0021999013999999999,0.00550947493333333368,0.00890425729999999929,2.09186806313333351,0.260189995299999977
20,0.00267037973333333336,0.00607066009999999989,0.00992868033333333365,2.03760554136666672,0.268261128966666651
21,0.00331264050000000011,0.00552871040000000018,0.0105340387333333323,2.41319600359999997,0.360487244599999979
22,0.00294931480000000003,0.00565376956666666704,0.00986738983333333361,2.27276701613333332,0.33220632440000003
23,0.00431976499999999972,0.00528505920000000001,0.0101434744999999993,2.40487307029999986,0.381434147533333323
24,0.0036307178666666667,0.00573996726666666651,0.0120662983333333328,2.5221122240999998,0.393001104133333334
25,0.00395761560000000047,0.00581459313333333293,0.0112123931666666659,2.40311375923333337,0.39762195806666667
26,0.00406613903333333335,0.00578723246666666691,0.0105053268000000009,2.51476796996666652,0.413004052399999988
27,0.00484185673333333358,0.0044744896999999997,0.0121581268666666673,2.3967622405000002,0.49142511379999998
28,0.00502551663333333353,0.00635673830000000033,0.0138102163666666659,2.49411752726666647,0.536834593500000068
29,0.00687643513333333328,0.00544681190000000006,0.0136448238666666659,2.62206868386666647,0.519079537999999951
30,0.00648471399999999993,0.00618440913333333318,0.0131573006333333339,2.16136950779999992,0.515059292966666638
31,0.0114870080666666669,0.00645817746666666696,0.0161697053,2.52231375906666688,0.577090536166666723
32,0.00761915186666666661,0.00475435576666666682,0.0164094866333333346,2.60089261946666683,0.600925276933333308
33,0.00768719806666666623,0.00650045513333333356,0.0164834966666666666,2.72544012753333353,0.68418161249999998
34,0.0090094426666666675,0.00668695790000000019,0.0173430974000000002,2.59129553973333326,0.666867029533333322
35,0.00963201173333333265,0.00504938060000000022,0.016290505633333334,2.72621924483333355,0.737520251500000001
36,0.00940141639999999938,0.00561661540000000029,0.0176151948999999988,2.94811580550000008,0.825553724699999991
37,0.0108547103333333332,0.00443046389999999981,0.0173822694999999985,2.8963012973333333,0.879176756833333295
38,0.0117768523666666666,0.00573735779999999963,0.0318215815999999957,2.62119495949999992,0.934195372433333282
39,0.0111848454666666659,0.00510560599999999951,0.0177443939666666675,2.62977038106666683,0.91408001053333332
40,0.0102453935333333343,0.00471805589999999952,0.0182299157999999996,3.09188717550000014,0.822061892100000025
41,0.013595454533333334,0.00506959216666666695,0.0174375442666666672,2.87897651766666662,0.773698532733333333
42,0.0137532632666666661,0.00472249339999999962,0.0190001603333333352,2.78697220636666687,0.871938610499999989
43,0.0151886681333333329,0.00479890593333333337,0.0187760319666666654,3.52800796633333302,0.928325840633333343
44,0.0134490926000000004,0.00495897813333333326,0.0216388233666666673,3.20171006626666665,0.949081446733333389
45,0.0142179524666666661,0.00456213096666666703,0.0179772204666666657,3.19309865446666663,1.04429938283333335
46,0.0161666096666666648,0.00442025449999999993,0.0223207513333333329,3.4679033628,0.914045536233333289
47,0.0152018169333333324,0.00358710586666666654,0.0190326282666666673,3.18899853703333314,0.997775331566666646
48,0.0163748927333333336,0.00451450406666666689,0.0203762240999999997,3.88545625123333327,1.35095224263333336
49,0.0163443173666666663,0.00470663436666666699,0.0218548046666666683,3.30760127179999985,1.17310688493333326
50,0.0183602729666666672,0.00464157993333333321,0.0214477616000000003,3.99582179436666651,1.20515372719999991
51,0.0191597989000000003,0.00433394209999999995,0.0204376085333333318,3.84338102790000002,1.30182399286666661
52,0.0194904543666666666,0.00433312246666666626,0.0212023622666666668,4.13355849883333359,1.67561184690000009
53,0.019079427433333334,0.00398982863333333364,0.0225979250999999992,4.29908361716666665,1.31853680880000002
54,0.0208027338000000006,0.00444252876666666706,0.0231320123666666662,3.85957443986666648,1.38906960939999991
55,0.0204881874333333325,0.00588590969999999974,0.024324417433333332,4.27328812003333347,1.50514537460000009
56,0.0215718584666666664,0.00408423213333333323,0.0243762102666666668,4.05954024963333371,1.28640383386666657
57,0.0225472477333333345,0.00399329053333333326,0.0240387207666666672,4.16989250476666662,1.40107152980000005
58,0.0238538152666666649,0.00465994706666666633,0.0272650546000000014,4.55241417870000031,1.40800461313333325
59,0.0223638544000000009,0.00400676160000000038,0.0242441483666666659,4.89996567349999967,1.76109560933333342
60,0.0234270260666666688,0.00423121136666666699,0.0263096889666666681,4.4575219135666666,1.2943924094999999
61,0.0292330995333333309,0.00552488769999999983,0.0341738371666666652,4.76364582936666636,1.5014850108333333
62,0.0248018646000000009,0.00441019440000000023,0.0288771818666666673,4.69498182129999986,1.85926891203333322
63,0.0289841083999999999,0.00550489419999999983,0.0296607343000000016,5.11641089133333349,1.89678295799999996
64,0.0300348928333333334,0.00411195233333333347,0.0306106814666666678,5.17826995270000001,1.35099702359999996
65,0.0275457779333333347,0.00469476179999999983,0.0304641308666666645,5.34903263430000031,2.15452236636666683
66,0.0284314338333333319,0.00490047969999999992,0.0307364878666666654,5.6099318343000002,1.89656321406666661
67,0.0303396595000000012,0.0044370353999999999,0.0304345588000000007,5.4818906528333331,1.81918693530000009
68,0.0302007601666666667,0.00427010826666666694,0.0310451566666666672,6.04997234873333323,2.01284907163333315
69,0.0330782549666666648,0.00460300223333333283,0.0305266417666666678,5.15417506500000044,1.98885499836666679
70,0.0322177214666666684,0.00411334840000000031,0.0306302315333333332,6.0745286536666665,1.76201214853333332
71,0.0308263007333333325,0.00411703439999999959,0.030256544199999999,5.77928207063333321,1.86817089633333322
72,0.0305778774000000017,0.00531163619999999986,0.0345064081333333328,7.25347492680000006,1.97414970723333338
73,0.0406855707333333358,0.00433170783333333351,0.0340214415333333353,7.1857396373000002,2.00557242253333357
74,0.0327819055666666651,0.00440217310000000014,0.032253430700000002,6.72910016236666664,1.94634934083333322
75,0.035384550366666663,0.00430592559999999971,0.037111123633333333,7.22379926016666651,2.2588608958666665
76,0.0381158309333333306,0.00437839846666666661,0.0324188919666666686,6.49065268040000021,2.05401545510000005
77,0.0371914445333333329,0.00457157646666666705,0.0351609751999999998,6.64619629173333326,2.09591069583333356
78,0.0352569147999999971,0.00435311923333333347,0.0336213122666666683,6.18292171263333312,2.00553522666666684
79,0.0367803253333333358,0.00385898779999999976,0.0333374568999999996,6.90293852346666625,1.98395727616666662
80,0.037916713933333332,0.00425954396666666617,0.0331121433333333298,6.46584316366666645,1.9957474262999999
81,0.0449754870000000015,0.00507354799999999977,0.0399046412000000003,7.21231807283333382,2.33413992213333321
82,0.0386356466999999981,0.00378801969999999991,0.0341415555000000037,7.69749206430000044,2.44443204470000008
83,0.0403804302333333337,0.00427375013333333373,0.0360171430000000015,6.82405051040000021,2.34528927883333349
84,0.0401219412999999983,0.00469893893333333309,0.0362428112000000024,6.68082116690000039,2.16623578853333321
85,0.0434355989666666692,0.00434572043333333359,0.0386388091666666697,7.13870899006666715,2.40079868446666689
86,0.0413984337000000008,0.0040453605666666663,0.0348245990999999991,7.8703569469666661,2.41117416009999985
87,0.044156724766666669,0.00402113536666666698,0.0359975765666666683,7.6079931647333332,2.13892164899999981
88,0.0473169264333333367,0.00422139023333333377,0.0407959629333333323,8.50835080579999925,2.4975324267333332
89,0.0470898468666666667,0.00433756246666666678,0.0370229410000000037,8.53957742749999937,3.31130992853333339
90,0.0466201941666666703,0.00440935413333333297,0.0371657069999999992,9.33541174983333377,2.47525043673333345
91,0.0473547963666666669,0.0044950223000000001,0.0374589907333333361,9.34031033686666667,2.82267794226666657
92,0.0455009463333333336,0.00422842699999999988,0.0373739433333333329,7.93537789546666694,2.3407537688333333
93,0.0477659326999999995,0.00467634950000000039,0.038537313966666667,10.1844049491333326,2.64478042266666691
94,0.0480448169666666675,0.00497208146666666684,0.0401279447333333372,8.90505097429999992,2.51983251369999994
95,0.0503081371666666693,0.0048782553333333329,0.0413767094333333321,11.3849814521333332,2.54779142883333343
96,0.0488542011000000012,0.00446398486666666709,0.0386150469999999996,8.82688398700000043,2.28237523076666671
97,0.0516201028333333339,0.00409097376666666627,0.0396458945333333368,8.89026860050000067,2.49357507413333312
98,0.0525864608666666636,0.00470013196666666661,0.0426816180666666697,8.74874973213333362,2.50955933456666669
99,0.0549057569333333342,0.00488120096666666645,0.0400841980000000014,11.7522812189000003,2.64988934110000018
100,0.0557488028999999982,0.00504953450000000022,0.0423364044666666647,10.5852365119999998,2.99939713486666681
