m,spefloss,gwefloss,geefloss,owefloss,oeefloss
72,0.000325180693241041232,0.00084638822788849486,0.000367431442262120575,0.000461246988244152644,0.000384151851559714564
73,0.000370469708866497734,0.000917239048498896554,0.000414775678280662904,0.000519431667304677655,0.00031301916953882324
74,0.000343595703571627858,0.000868246863475715769,0.000376804073896198194,0.000411349032206444036,0.000331537191301329887
75,0.0003791510952199523,0.000950994766292555488,0.00039517669495625434,0.000505193271634767006,0.00045740217562259181
76,0.000331292105472674281,0.000863286910422580967,0.000361909003787013231,0.000498082486019008411,0.000337177260563500383
77,0.000366474431579359044,0.000890077808984175191,0.000370803135762757272,0.000432007530066938841,0.000283374256247256894
78,0.000359725924458537095,0.000812492621939756368,0.000367915077060102511,0.000515660145260663557,0.000362448671019116272
79,0.000342213024666486638,0.000816211104315798033,0.000378942601411759537,0.000461328419837720577,0.000367117353897272248
80,0.00040050406400817868,0.00077196175274972024,0.000384339194042013991,0.00036150201068679865,0.000331394342787387172
81,0.000426877501685455642,0.000887309701319982636,0.00037380516811869334,0.000455594039110542742,0.000430516094963950585
82,0.000355538928774175214,0.000826404735068425383,0.000383371496933030396,0.000412070197069752285,0.000354459282233009155
83,0.000375728637930636353,0.000881919575636231712,0.000412469545904835819,0.000492983689828859189,0.000462101279173078995
84,0.000371321953958687792,0.000769908412657159449,0.000349293481133340124,0.000380479199842386753,0.000307553831543449889
85,0.000324572951181760006,0.000820615983292453011,0.000376765175298498308,0.000574377218204402294,0.000416995374339969207
86,0.00035743799347428011,0.000761411451559332276,0.0003854020677106656,0.000500383270045134552,0.000323547123474984453
87,0.000364298394212370254,0.000791620176101689478,0.000398653207799504173,0.000596533706852068958,0.000354299563750418991
88,0.000406069564100958711,0.000814196694413636072,0.000383026901075169031,0.000531505121900270952,0.000369366196887332542
89,0.000473684512291792036,0.000786258991787319879,0.000376903888374295561,0.00056564753289847444,0.000380381135895882549
90,0.000396350105348574765,0.000866018679017249628,0.000385000274270012877,0.000494226070276691863,0.000363259051158181044
91,0.000344679811451287211,0.000804612788159017882,0.000380103975148239626,0.000579681323700153997,0.000403795876889066221
92,0.000377020419795857302,0.000745021325882718063,0.000362407854120476306,0.000560244505644217575,0.000451029826832330719
93,0.000441509431582949694,0.000823869448552860513,0.000415079613888398016,0.000591362576386317263,0.000454915587748850963
94,0.000404155412718977167,0.000860722732720958306,0.000425637392597935096,0.000515449268093456144,0.000397816791666074439
95,0.000355569066214202006,0.000795788412413039122,0.000435182776807938715,0.000608267693666628053,0.000344802301438577885
96,0.000406829531695641119,0.000773076924432205192,0.000377941816638044099,0.000618013935026980911,0.000389757772678622652
97,0.000338350248337718944,0.000759615988055721602,0.000381526175135482321,0.0004528925195672977,0.000349018239012330691
98,0.000572670660766925717,0.00084868200004544511,0.000448156440937377549,0.000590506101018514816,0.000422861177425247578
99,0.000485853191563702467,0.000828914225825909661,0.000452086654885668624,0.000791088966565153449,0.000483499841764905691
100,0.000422036087884976785,0.000816865752971982569,0.000389700320767235892,0.000546758005697197758,0.000361355275544754818
