m,sptime,gwtime,getime,owtime,oetime
7,0.000346233041666666635,0.00861073664166666503,0.0103335279083333342,0.274111879700000005,0.204097600008333324
8,0.000472397149999999994,0.0178016064749999987,0.0124709196500000005,0.523967962941666587,0.232646979366666673
9,0.163785174491666657,0.0124042232916666672,0.0134472865749999983,3.12033176877499985,1.82996030946666677
10,0.000774952858333333313,0.0133177015999999988,0.0118260853666666658,0.264383265799999989,0.199348546991666653
