m,spefloss,gwefloss,geefloss,owefloss,oeefloss
7,0.000379003009723653729,0.000379003009723654759,0.00944430528384836675,0.000379003009723657362,0.0113351043701436869
8,0.000125266110270862282,0.00315092966126837362,0.00714983583026719723,0.00589174863347578879,0.00764979971612155928
9,0.00114378048658141541,0.00811240671462526951,0.00741683731373619492,0.00926029687505100507,0.00479136443700652146
10,0,0.00325448502479084483,0.00264393158344033291,0.00835117662773694411,0
