m,spwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
2,0.921262523358304719,0.946002274427321432,0.942634716207518708,0.961251926076029939,0.952639710511095861
3,0.903048087637745134,0.93327182737253267,0.916192865209407348,0.951867981205302915,0.925938158417411228
4,0.866651923087905285,0.896945375161375735,0.877780649362188137,0.919979809920043023,0.900069822913928341
5,0.85125276384977111,0.880249773924430712,0.863481023945032899,0.890384605457982037,0.874433602459370962
6,0.838406172516538484,0.866034053755050715,0.854347538837487264,0.876282598364736987,0.866246195722734647
7,0.826703880432102634,0.846488845849889926,0.832880001315827734,0.855964454234715233,0.84706549618774607
8,0.798275413408193635,0.83310213127160071,0.819536998068182476,0.853309899218684498,0.846848669172054591
9,0.786728807164780219,0.80863688212255147,0.802424522695664,0.826606317776097499,0.821017414688871017
10,0.79009212387601957,0.808882088902480256,0.809640095199248622,0.822983149903448896,0.81600144262868457
