m,spmc,gwmc,gemc,owmc,oemc
7,0.520238095238095166,0.445238095238095211,0.449999999999999956,0.492857142857142883,0.498809523809523814
8,0.561904761904761907,0.46785714285714286,0.486904761904761896,0.5,0.503571428571428559
9,0.586904761904761929,0.51904761904761898,0.526190476190476208,0.529761904761904767,0.550000000000000044
10,0.619047619047619069,0.553571428571428603,0.561904761904761907,0.571428571428571397,0.572619047619047583
