m,spmc,gwmc,gemc,owmc,oemc
2,0.554761904761904678,0.140079365079365054,0.148412698412698413,0.210714285714285715,0.227777777777777746
3,0.520238095238095166,0.211904761904761929,0.237698412698412714,0.294841269841269848,0.319444444444444475
4,0.501984126984126866,0.276190476190476153,0.293253968253968267,0.342063492063492014,0.360714285714285765
5,0.519047619047619091,0.320238095238095266,0.347222222222222265,0.399206349206349287,0.42539682539682544
6,0.546428571428571486,0.386507936507936467,0.401190476190476153,0.436507936507936456,0.456349206349206282
7,0.550000000000000044,0.415079365079365104,0.425793650793650669,0.460317460317460236,0.471031746031745968
8,0.597023809523809512,0.438095238095238038,0.46785714285714286,0.463690476190476153,0.480357142857142816
9,0.608928571428571486,0.464285714285714246,0.482738095238095188,0.488095238095238082,0.496428571428571386
10,0.585714285714285632,0.456547619047619035,0.460714285714285687,0.472619047619047661,0.481547619047619058
