m,spwelfare,gwwelfare,gewelfare,owwelfare,oewelfare
7,0.841627945863073657,0.843336612623304616,0.835138412786474271,0.846081282682827118,0.836774228546584786
8,0.840958471157265075,0.846718785763653892,0.830383891673981411,0.841072458921447441,0.833709367884409525
9,0.801316023970356062,0.798661809570576309,0.796208332993194379,0.7986823196294075,0.786590532160723499
10,0.794094136811403284,0.799010965202769374,0.79323491469925389,0.797952993128914767,0.790077636091158886
