m,apmc,usmc,gwmc,gemc,owmc,oemc
2,0,0.700000000000000067,0.0333333333333333398,0.048000000000000001,0.0333333333333333398,0.048000000000000001
3,0,0.800000000000000155,0.0366666666666666738,0.0555555555555555594,0.0366666666666666738,0.0422222222222222235
4,0,0.850000000000000089,0.0216666666666666674,0.0466666666666666688,0.0216666666666666674,0.0350000000000000033
5,0,0.850000000000000089,0.0400000000000000008,0.0616666666666666682,0.0383333333333333373,0.0450000000000000053
6,0,0.900000000000000022,0,0,0,0
7,0,0.900000000000000022,0,0,0,0
8,0,0.900000000000000022,0,0,0,0
9,0,0.900000000000000022,0,0,0,0
10,0,0.900000000000000022,0,0,0,0
